C	c3e61752-08f9-4caf-8ffb-77b167d484e8	1351	813	0:144 1350:4 0:46 1351:3 0:60 1351:3 0:35 1350:5 0:6 1350:3 0:25 1351:5 0:18 1351:3 0:8 1350:5 0:15 1351:4 0:59 1350:5 0:40 1351:1 0:38 1350:2 0:30 1350:2 0:3 1351:3 1350:5 0:8 1351:5 0:44 1350:2 0:28 1351:1 0:41 1350:3 0:5 1350:2 0:59 1350:1
C	78d690d9-2d53-48cb-a705-5837c0f49db1	1351	1409	0:145 1351:1 0:37 1350:5 0:12 1350:2 0:6 1350:2 0:58 1350:3 0:49 1351:5 0:72 1350:1 0:18 1350:2 0:25 1350:7 0:7 1350:2 0:12 1351:4 0:40 1350:4 0:34 1351:1 0:72 1350:2 0:19 1350:1 0:5 1350:5 0:2 1350:6 0:32 1350:5 0:71 1350:2 0:13 1350:2 0:32 1350:1 0:2 1350:5 0:53 1351:5 0:3 1351:2 0:164 1350:1 0:31 1350:5 0:77 1350:5 0:67 1350:3 0:13 1350:2 0:23 1351:1 0:11 1351:5 0:73
C	11174d76-12b2-4734-ac57-94bca7030535	1351	1092	0:85 2:5 0:52 1350:3 0:17 1350:1 0:14 1350:2 0:55 1350:5 0:9 1350:5 0:8 1350:1 0:32 1350:4 0:51 1350:9 0:27 1350:1 0:64 1350:3 0:31 1350:1 0:37 1350:4 0:16 1350:2 0:9 1351:1 0:42 1350:2 0:65 1350:5 0:39 1350:1 0:60 1351:2 0:86 1351:3 0:30 1350:9 0:36 1351:2 0:23 1351:1 0:98
C	bb6f3c86-9b3d-4869-9e4b-c18bd5fd4f51	1351	646	0:119 1350:3 0:46 1350:5 1351:9 0:14 1351:5 0:38 1350:2 0:9 1350:2 0:15 1351:1 0:18 1351:2 0:70 1351:3 0:28 1350:4 0:53 1350:5 0:11 1350:3 0:9 1350:1 0:6 1350:1 0:5 1350:4 0:94 1350:5 0:22
C	535e8eae-1c43-4872-8b48-745ed2ba7599	1351	690	0:128 1351:5 0:6 1351:1 0:1 1351:5 0:14 1351:7 0:43 1351:9 0:26 1351:3 0:5 1351:4 0:12 1351:5 0:12 1351:1 0:14 1351:1 0:17 1351:1 0:59 1351:3 0:8 1351:5 0:40 1351:5 0:59 1351:1 0:71 1351:1 0:21 1351:1 0:9 1351:1 0:36 1351:3 0:13
C	e53ecd96-7119-439a-9284-43bfa5b3c452	1351	5962	0:227 1350:2 0:84 1351:2 0:128 1350:1 0:112 1350:1 0:33 1351:5 0:12 1351:2 0:8 1350:5 0:24 1350:5 0:13 1350:3 0:3 1351:5 0:107 1350:5 0:21 1350:5 0:5 1350:4 0:7 1350:3 0:1 1350:1 0:13 1350:6 0:34 1350:2 0:183 1351:2 0:5 1351:3 0:1 1350:5 0:2 1350:3 0:5 1350:5 0:57 1351:1 0:35 1350:2 0:41 1350:1 0:40 1351:5 0:22 1350:2 0:10 1350:8 0:29 1351:3 0:13 1350:2 0:25 1350:5 0:22 1350:2 0:7 1351:4 0:150 1350:8 0:65 1350:3 0:19 1350:1 0:7 1350:1 0:5 1350:4 0:101 1350:2 0:12 1350:2 0:61 1350:2 0:46 1351:1 0:6 1351:4 0:223 1350:3 0:167 1350:2 0:3 1350:10 0:8 1350:1 0:2 1350:5 0:16 1350:4 0:1 1350:3 0:50 1350:1 0:5 1350:2 0:6 1350:2 0:4 1350:3 0:18 186826:2 0:62 1350:1 0:37 1350:1 0:61 1350:1 0:27 1350:5 0:26 1350:9 0:16 1350:5 0:4 1350:1 0:6 1350:4 0:20 1350:2 0:52 1350:5 0:24 1350:1 0:51 1350:4 0:9 1350:5 0:4 1350:5 0:40 1350:5 0:21 1350:6 0:28 1350:2 0:27 1350:3 0:54 1350:2 0:44 1350:1 0:18 1351:1 0:30 1351:5 0:24 1351:3 1350:1 0:178 1350:5 0:20 1351:2 0:18 1350:10 0:36 1350:5 0:48 1350:4 0:14 1350:3 0:14 1350:2 0:110 1350:1 0:24 1350:2 0:30 1350:2 0:104 1351:2 1350:2 0:101 1350:1 0:7 1350:1 0:119 1351:5 0:19 1350:2 0:43 1351:4 0:48 1350:9 0:7 1350:2 0:36 1350:1 0:62 1350:2 0:42 1350:3 0:9 1350:5 0:14 1350:5 0:4 1350:1 0:9 1350:5 0:63 1350:5 0:15 1350:3 0:10 1350:1 0:10 1351:1 0:21 1350:1 0:33 1350:5 0:19 1350:5 0:3 2:2 0:19 1350:4 0:11 1350:7 0:16 1351:1 0:4 1350:2 0:7 1351:3 0:2 1351:2 0:38 1350:2 0:26 1350:3 0:28 1350:5 0:5 1350:5 0:27 1350:6 0:32 1350:1 0:21 1350:2 0:75 1350:5 0:66 1350:4 0:1 1350:1 0:14 1350:2 0:43 1350:1 0:71 1350:5 0:7 1350:3 0:12 1350:2 0:53 1350:2 0:8 1350:5 0:71 1351:5 0:20 1350:3 0:16 1350:5 0:96 1350:10 0:77 1350:1 0:68 1351:7 0:10 1350:1 0:7 1350:5 0:9 1350:3 0:57 1350:2 0:43 1351:2 0:19 1350:2 0:9 1350:8 0:34 1350:1 0:36
C	c25cfd8b-b6f8-4ddb-8a0a-d4c6fc9c6423	1351	6921	0:136 186826:2 0:22 186826:2 0:15 1350:3 0:10 1350:2 0:6 186826:5 0:7 1350:2 0:11 1350:3 0:18 186826:2 0:2 1350:3 186826:5 0:14 1350:5 0:41 1350:6 0:6 1350:1 0:11 1350:5 0:43 1350:4 0:12 2:5 0:33 1351:2 0:38 1350:10 0:18 1351:1 0:20 1351:5 0:34 1351:3 0:5 1351:5 0:50 1350:1 0:22 1350:5 0:46 1350:1 0:15 1350:2 0:2 1350:5 0:18 186826:1 0:4 1350:5 0:10 1350:1 0:58 1350:1 0:26 1350:2 0:36 1350:1 0:20 1350:5 0:3 1351:3 0:36 1350:1 0:18 1351:3 0:20 1351:3 0:33 1350:5 0:20 1351:1 0:33 1350:10 0:34 1351:5 0:1 1351:3 0:37 2:2 0:66 1350:2 0:38 1350:2 0:26 1351:5 0:2 1350:3 0:133 1351:1 0:30 1350:5 0:11 1350:5 0:31 1350:5 0:31 1350:3 0:2 1350:1 0:20 1350:5 0:9 1350:1 0:7 1350:5 0:4 1350:5 0:4 186826:5 0:26 1350:2 0:31 1350:1 0:13 1351:1 0:24 1350:1 0:20 1350:1 0:12 1350:2 0:3 1350:1 0:5 1350:3 0:42 1350:5 0:4 1350:2 0:21 1350:1 0:18 1350:8 0:88 1351:1 0:3 1351:5 0:40 1350:1 0:15 1350:3 0:16 1350:5 0:7 1351:3 0:31 1351:2 0:6 1351:3 0:1 1351:5 0:17 1350:4 0:5 1350:4 0:14 1350:4 0:24 1350:1 0:10 1350:4 0:15 91061:2 0:85 1351:4 0:84 1350:5 0:27 91061:1 1350:5 0:3 1350:2 0:6 1350:1 0:10 1350:4 0:15 1350:4 0:13 1350:5 0:265 1350:2 0:32 1351:2 0:106 1350:3 0:24 1350:5 0:8 1350:2 0:5 1350:3 0:5 1350:1 0:30 1351:4 0:51 2:1 0:43 1350:1 0:30 1350:5 0:14 1350:4 0:9 186826:8 0:52 1350:12 0:53 1350:5 0:63 1351:1 0:5 1351:8 0:40 1350:1 0:91 1351:1 0:44 1350:1 0:27 1350:3 0:5 1350:2 0:27 1350:3 0:53 1350:1 0:1 1350:1 0:2 1350:5 0:13 1351:6 0:12 1350:5 0:120 1350:5 0:44 1350:5 0:4 1350:5 0:84 1351:5 0:36 1350:5 0:38 1351:5 0:6 1351:1 0:8 1350:5 0:40 1350:1 0:212 1350:1 0:35 1351:2 0:5 1351:4 1350:1 0:20 1350:1 0:26 1350:1 0:14 1350:5 0:77 1351:2 0:142 1351:1 0:50 1350:2 0:14 1350:4 0:29 1350:3 0:39 1350:4 0:38 1351:3 0:11 1351:1 0:17 1351:3 0:28 1351:2 0:108 1350:3 0:61 1350:1 0:18 1351:5 0:7 1351:2 0:30 1350:6 0:22 1350:1 0:5 1351:5 0:14 1351:2 0:4 1351:2 0:91 1351:2 0:55 1350:2 0:8 1350:1 0:19 1351:4 0:157 1350:5 0:13 1350:2 0:10 1350:1 0:67 1350:5 0:29 1351:4 0:60 1350:5 0:37 1350:5 0:23 1350:5 0:74 1351:2 0:10 1351:5 0:139 1350:3 0:53 1350:4 0:5 1351:2 0:5 1350:3 0:4 1351:2 0:29 1350:5 0:37 1350:1 0:61 1350:1 0:14 1350:5 0:48 1350:3 0:248 1350:5 0:41 1350:5 0:40 1350:2 0:28 1351:1 0:9 1351:1 0:8 1351:2 0:18 1350:4 0:13 1351:5 0:19 1350:2 0:16 1350:5 0:36 1351:4 0:16
C	c371a790-796c-4a68-8246-18bf72a53ce1	1351	665	0:213 1351:2 0:7 1351:5 0:19 1351:5 0:11 1351:5 0:9 1351:2 0:245 1351:1 0:107
U	dc60c4c1-6b45-4573-9a18-248ee065eaf0	0	165	0:62 48408:2 0:67
C	5a89d8dc-f615-44be-a272-1fd1bd5aacf5	1350	235	0:144 1350:1 0:21 1350:10 0:10 1350:3 0:7 1350:2 0:3
